ID,weekend_nights,week_nights,room_type,board_type,n_adults,n_less_12,n_more_12,booked_tour,n_requests,lead_time,purchase_type,n_p_cacellation,n_p_not_cacellation,repeated,price,date,is_canceled
INN27081,0,4,Room_Type 1,half board,1,0,0,0,2,234,Online,0,0,0,110.9,10/18/2018,1
INN27120,1,1,Room_Type 4,,2,0,0,0,0,24,,0,0,0,,2/27/2018,0
INN26485,0,1,Room_Type 6,half board,2,1,1,0,2,54,Online,0,0,0,227.9,8/20/2018,0
INN25117,2,1,Room_Type 1,full board,2,0,0,0,0,40,Online,0,0,0,128,10/02/2018,0
INN09996,2,1,Room_Type 1,,2,0,0,0,1,66,Offline,0,0,0,95,04/03/2018,0
INN09389,1,1,Room_Type 4,,3,0,0,0,0,245,,0,0,0,,12/31/2018,0
INN09160,2,3,Room_Type 1,half board,2,0,0,0,0,50,Offline,0,0,0,85,02/07/2018,0
INN16845,0,1,Room_Type 6,,2,1,1,0,2,30,,0,0,0,249,10/13/2018,0
INN30126,2,0,Room_Type 1,,2,0,1,0,3,21,,0,0,0,,04/10/2018,0
INN00356,1,1,Room_Type 6,,2,0,1,0,1,17,,0,0,0,,10/22/2018,0
INN33950,0,3,Room_Type 4,,2,0,0,0,0,34,Online,0,0,0,150.33,12/31/2017,1
INN16689,2,2,Room_Type 1,half board,2,1,0,0,1,86,Offline,0,0,0,113.08,6/17/2018,0
INN18035,0,1,Room_Type 1,half board,2,0,0,0,1,0,Online,0,0,0,175,5/20/2018,0
INN00776,1,3,Room_Type 1,,2,0,0,0,1,71,Online,0,0,0,129.8,8/29/2018,0
INN28724,0,2,Room_Type 1,half board,1,0,0,0,1,84,Online,0,0,0,92.9,2/26/2018,1
INN15391,1,1,Room_Type 1,half board,1,0,0,0,0,51,Offline,0,0,0,92,8/15/2018,1
INN12920,5,10,Room_Type 4,,1,0,0,0,0,4,,0,0,0,,05/09/2018,1
INN23171,0,1,Room_Type 1,,1,0,0,0,2,20,Corporate,0,0,0,51,2/26/2018,0
INN21983,2,2,Room_Type 1,half board,1,0,0,0,0,24,Online,0,0,0,87.5,1/24/2018,0
INN19101,0,2,Room_Type 1,,2,0,0,0,0,10,Online,0,0,0,96.5,11/11/2017,1
INN24160,0,3,Room_Type 1,full board,2,0,0,0,0,71,Online,0,0,0,99.2,11/23/2018,1
INN04700,1,0,Room_Type 1,half board,1,0,0,0,2,30,Online,0,0,0,128,09/12/2018,0
INN30816,0,2,Room_Type 1,half board,1,0,0,0,0,218,Offline,0,0,0,140,10/11/2018,1
INN21568,1,2,Room_Type 1,half board,1,0,0,0,0,216,Offline,0,0,0,140,10/10/2018,1
INN23359,1,2,Room_Type 2,half board,2,0,0,0,1,92,Online,0,0,0,89.52,3/14/2018,0
INN10085,0,2,Room_Type 1,,2,0,0,0,0,27,,0,0,0,,11/26/2017,1
INN24800,2,1,Room_Type 1,half board,2,0,0,0,0,78,Offline,0,0,0,88,12/17/2018,0
INN13135,0,2,Room_Type 1,half board,1,0,0,0,0,226,Offline,0,0,0,150,6/15/2018,1
INN19639,0,3,Room_Type 1,breakfast,2,1,0,0,0,124,Offline,0,0,0,117.92,09/06/2018,0
INN07432,0,1,Room_Type 1,half board,2,0,0,0,1,50,Offline,0,0,0,85,12/27/2018,0
INN13171,1,4,Room_Type 1,,1,0,0,0,0,41,,0,0,0,,02/08/2018,0
INN19820,2,1,Room_Type 1,,2,0,0,0,0,149,Offline,0,0,0,114.5,08/08/2017,0
INN12688,1,3,Room_Type 1,,1,0,0,0,0,12,Aviation,0,0,0,99,11/07/2018,1
INN28713,0,2,Room_Type 1,half board,3,0,0,0,0,69,Online,0,0,0,168.95,4/28/2018,0
INN17287,0,3,Room_Type 1,half board,2,0,0,0,0,256,Offline,0,0,0,150,06/07/2018,1
INN03949,0,2,Room_Type 1,,2,0,0,0,1,416,,0,0,0,135,9/13/2018,1
INN01158,0,1,Room_Type 4,half board,2,0,0,1,1,50,Online,0,0,0,113.45,1/16/2018,0
INN05543,0,1,Room_Type 1,half board,1,0,0,0,0,4,Corporate,0,0,0,85,7/21/2018,0
INN20649,1,1,Room_Type 2,half board,0,2,0,0,1,42,Online,0,0,0,89.5,02/06/2018,0
INN07556,0,2,Room_Type 1,half board,1,0,0,0,0,231,Offline,0,0,0,115,6/24/2018,0
INN29107,1,1,Room_Type 4,half board,3,0,0,0,1,2,Online,0,0,0,181,12/26/2018,0
INN32106,2,1,Room_Type 1,half board,2,0,0,0,0,12,Offline,0,0,0,115,09/11/2018,0
INN09803,0,3,Room_Type 4,half board,2,0,0,0,2,42,Online,0,0,0,156.2,06/09/2018,0
INN33310,0,1,Room_Type 1,half board,1,0,0,0,0,0,Corporate,0,0,0,85,1/19/2018,0
INN00296,0,3,Room_Type 1,,1,0,0,0,0,200,,0,0,0,,11/01/2018,1
INN24093,2,1,Room_Type 4,half board,2,0,0,0,0,16,Online,0,0,0,92.22,12/06/2017,0
INN16293,0,2,Room_Type 1,half board,2,0,0,0,1,15,Online,0,0,0,113,02/05/2018,0
INN28706,1,4,Room_Type 1,,2,0,0,0,0,197,,0,0,0,,08/01/2018,1
INN00871,2,2,Room_Type 1,half board,1,0,0,0,0,58,Offline,0,0,0,101,5/22/2018,0
INN19216,1,2,Room_Type 1,half board,2,0,0,0,2,258,Online,0,0,0,116.3,08/08/2018,0
INN11899,0,1,Room_Type 1,,1,0,0,0,0,252,,0,0,0,,8/18/2018,1
INN22119,0,2,Room_Type 4,,2,0,0,0,2,20,Online,0,0,0,137.5,12/02/2018,0
INN04519,0,5,Room_Type 2,half board,2,0,0,0,0,53,Online,0,0,0,95.43,2/23/2018,1
INN26748,0,2,Room_Type 1,half board,1,0,0,0,0,17,Online,0,0,0,105,2/18/2018,1
INN09749,1,2,Room_Type 6,half board,2,0,0,0,0,110,Online,0,0,0,218.9,5/13/2018,1
INN21171,2,4,Room_Type 1,half board,1,0,0,0,0,83,Offline,0,0,0,140,06/12/2018,1
INN33500,0,2,Room_Type 4,,1,0,0,0,2,0,,0,0,0,175,10/07/2017,0
INN36160,2,1,Room_Type 1,breakfast,2,0,0,0,0,158,Offline,0,0,0,114.5,8/15/2017,0
INN06151,0,3,Room_Type 1,,2,0,0,0,0,50,Online,0,0,0,125.3,04/12/2018,0
INN20007,1,2,Room_Type 1,half board,2,0,0,0,0,232,Offline,0,0,0,140,6/20/2018,1
INN26100,0,4,Room_Type 1,,2,0,0,0,1,356,Offline,0,0,0,137,9/21/2018,1
INN26627,0,3,Room_Type 1,half board,2,0,0,0,2,41,Online,0,0,0,165.8,09/10/2017,0
INN21998,0,2,Room_Type 1,breakfast,1,0,0,0,0,351,Offline,0,0,0,110,7/21/2018,0
INN03583,0,2,Room_Type 1,half board,2,0,0,0,0,21,Offline,0,0,0,68,10/16/2017,0
INN19228,0,3,Room_Type 1,full board,2,0,0,0,0,10,Online,0,0,0,123.69,8/16/2018,1
INN03040,2,5,Room_Type 1,,2,0,0,0,0,3,,0,0,0,,8/23/2018,0
INN03690,0,1,Room_Type 1,half board,1,0,1,0,0,191,Online,0,0,0,138.3,08/05/2018,1
INN34466,1,1,Room_Type 4,,3,0,0,1,2,16,,0,0,0,206,5/14/2018,0
INN12186,2,1,Room_Type 1,half board,2,0,0,0,1,300,Online,0,0,0,119.3,09/03/2018,0
INN20398,0,1,Room_Type 1,,2,0,0,0,0,66,,0,0,0,124,04/06/2018,0
INN13225,1,2,Room_Type 1,,2,0,0,0,1,57,,0,0,0,,11/11/2018,1
INN05141,0,1,Room_Type 2,half board,2,0,0,0,1,305,Online,0,0,0,120.7,07/09/2018,1
INN21707,1,0,Room_Type 1,,2,0,0,0,1,123,Online,0,0,0,128,10/09/2018,0
INN14161,2,2,Room_Type 1,half board,2,0,0,0,1,100,Offline,0,0,0,95,05/01/2018,0
INN15929,2,1,Room_Type 1,full board,2,0,0,0,1,130,Online,0,0,0,99.2,12/10/2018,1
INN21665,0,2,Room_Type 1,breakfast,1,0,0,0,0,123,Offline,0,0,0,107,10/16/2017,0
INN01107,0,3,Room_Type 4,half board,2,0,0,0,0,14,Online,0,0,0,163.33,4/13/2018,1
INN13221,0,1,Room_Type 1,half board,2,0,0,0,1,5,Online,0,0,0,121,4/21/2018,0
INN23830,2,4,Room_Type 1,,2,0,0,0,0,393,,0,0,0,,09/09/2017,0
INN15201,0,3,Room_Type 6,half board,1,1,1,0,2,2,Online,0,0,0,241.33,10/06/2017,0
INN10523,2,3,Room_Type 1,,2,0,0,0,1,60,Online,0,0,0,78.94,1/24/2018,0
INN16295,2,2,Room_Type 1,half board,2,0,0,0,3,107,Offline,0,0,0,92.25,7/17/2018,0
INN09592,0,1,Room_Type 1,,1,0,0,0,1,44,,0,0,0,97.99,12/22/2018,0
INN19243,1,2,Room_Type 1,half board,1,0,0,0,0,38,Offline,0,0,0,90,9/16/2018,0
INN21481,0,1,Room_Type 1,half board,1,0,0,0,2,2,Online,0,0,0,205,9/22/2018,0
INN18579,0,2,Room_Type 1,half board,3,0,0,0,0,56,Offline,0,0,0,125,11/11/2018,0
INN01412,1,2,Room_Type 1,breakfast,2,1,0,0,0,40,Online,0,0,0,147.05,8/15/2018,1
INN23938,2,1,Room_Type 1,breakfast,2,0,0,0,0,180,Offline,0,0,0,121,01/02/2018,0
INN02816,1,3,Room_Type 1,full board,2,0,0,0,1,125,Online,0,0,0,92.25,4/18/2018,1
INN28803,0,2,Room_Type 1,half board,1,0,0,0,0,226,Offline,0,0,0,150,6/15/2018,1
INN34901,1,3,Room_Type 1,half board,2,0,0,0,2,45,Online,0,0,0,165.8,9/21/2017,0
INN13553,0,2,Room_Type 4,half board,2,0,0,0,0,89,Online,0,0,0,152.3,10/21/2018,1
INN12682,0,1,Room_Type 1,half board,2,0,0,0,0,16,Online,0,0,0,118.4,9/16/2017,0
INN19584,2,2,Room_Type 4,half board,1,0,0,0,0,10,Aviation,0,0,0,114,10/28/2018,0
INN12537,0,3,Room_Type 1,half board,2,0,0,0,0,232,Offline,0,0,0,85,10/15/2017,1
INN14992,0,4,Room_Type 1,half board,2,1,0,0,2,138,Online,0,0,0,143.75,08/03/2018,0
INN14435,2,1,Room_Type 1,half board,2,0,0,0,0,76,Online,0,0,0,100.3,03/05/2018,0
INN07673,1,2,Room_Type 1,half board,2,0,0,0,1,24,Online,0,0,0,125,9/14/2017,0
INN30219,1,0,Room_Type 1,half board,2,0,0,0,0,344,Offline,0,0,0,110,10/16/2018,1
INN10034,2,1,Room_Type 1,half board,2,0,0,0,2,113,Online,0,0,0,155.9,09/11/2018,0
INN23163,2,2,Room_Type 4,half board,3,0,0,0,1,71,Online,0,0,0,139,12/04/2018,0
INN25566,1,2,Room_Type 4,half board,2,0,0,0,1,17,Offline,0,0,0,118.67,10/30/2017,0
INN12729,2,0,Room_Type 1,breakfast,2,0,0,0,1,464,Offline,0,0,0,135,10/23/2018,1
INN18424,0,1,Room_Type 1,breakfast,2,0,0,0,0,120,Offline,0,0,0,128,10/16/2017,1
INN23149,2,3,Room_Type 4,half board,2,0,0,0,2,54,Online,0,0,0,116.9,11/24/2018,0
INN25864,0,1,Room_Type 1,half board,1,0,0,1,1,9,Corporate,0,8,1,99,11/16/2018,0
INN32030,1,3,Room_Type 4,breakfast,2,0,0,1,2,63,Online,0,0,0,186.5,09/01/2018,0
INN05162,1,2,Room_Type 1,half board,2,0,0,0,1,126,Online,0,0,0,96.5,08/10/2017,0
INN08287,0,3,Room_Type 4,half board,2,0,0,0,2,36,Online,0,0,0,146.6,4/27/2018,0
INN22799,0,3,Room_Type 1,half board,1,0,0,0,0,200,Offline,0,0,0,130,11/01/2018,1
INN04685,2,0,Room_Type 1,half board,2,0,0,0,0,0,Online,0,0,0,118,8/23/2017,0
INN21373,1,1,Room_Type 1,half board,1,0,0,0,0,8,Corporate,0,0,0,100,03/07/2018,0
INN26556,1,0,Room_Type 1,half board,1,0,0,0,0,132,Online,0,0,0,104.6,11/28/2018,0
INN05781,2,3,Room_Type 4,breakfast,2,0,0,0,3,64,Online,0,0,0,214.4,12/31/2018,0
INN35768,0,3,Room_Type 1,full board,2,0,0,0,1,209,Online,0,0,0,105.5,6/29/2018,0
INN07968,2,5,Room_Type 1,half board,2,0,0,0,0,250,Online,0,0,0,97.23,5/21/2018,1
INN05745,2,3,Room_Type 2,half board,2,0,0,0,1,298,Online,0,0,0,87.26,12/24/2018,0
INN28301,1,3,Room_Type 1,half board,2,0,0,0,0,120,Offline,0,0,0,85.96,4/18/2018,0
INN05180,0,2,Room_Type 2,,3,0,2,0,1,165,,0,0,0,,8/30/2018,0
INN06777,1,2,Room_Type 1,,2,0,0,0,0,80,,0,0,0,,10/09/2017,1
INN20228,2,3,Room_Type 1,half board,2,0,0,0,0,98,Offline,0,0,0,100.75,10/16/2018,0
INN29985,1,0,Room_Type 1,,2,0,0,0,0,33,Offline,0,0,0,138.15,9/19/2018,1
INN22751,0,4,Room_Type 4,half board,3,0,0,0,0,44,Online,0,0,0,170.3,6/29/2018,1
INN35451,0,1,Room_Type 1,,2,0,0,0,0,100,,0,0,0,,9/30/2017,0
INN18330,2,2,Room_Type 1,half board,2,0,0,0,0,245,Offline,0,0,0,92.75,10/09/2017,0
INN31748,0,1,Room_Type 1,full board,1,0,0,0,1,2,Online,0,0,0,109,04/07/2018,0
INN10841,1,2,Room_Type 1,,3,0,0,0,2,2,Online,0,0,0,157,03/04/2018,0
INN06354,1,2,Room_Type 1,half board,1,0,0,0,0,269,Online,0,0,0,20,10/02/2017,0
INN30808,0,1,Room_Type 1,full board,2,0,0,1,3,102,Online,0,0,0,145.1,5/13/2018,0
INN14049,0,1,Room_Type 1,,1,0,0,0,1,82,Corporate,0,0,0,85,12/02/2017,0
INN28083,0,1,Room_Type 1,,1,0,0,0,1,0,,0,10,1,,11/26/2017,0
INN30255,2,5,Room_Type 1,,1,0,0,0,0,149,,0,0,0,,5/30/2018,0
INN08464,0,2,Room_Type 1,,2,0,0,0,1,453,Offline,0,0,0,135,10/14/2018,1
INN34197,2,4,Room_Type 4,half board,3,0,0,0,4,95,Online,0,0,0,159.5,7/24/2018,0
INN05347,0,4,Room_Type 1,half board,2,0,0,0,1,251,Online,0,0,0,110.95,8/16/2018,1
INN29246,1,2,Room_Type 4,half board,3,0,0,0,2,69,Online,0,0,0,157.7,4/22/2018,0
INN13587,2,1,Room_Type 1,breakfast,2,0,0,0,0,174,Offline,0,0,0,114.5,8/29/2017,0
INN18592,0,4,Room_Type 1,,2,0,0,0,0,119,Online,0,0,0,93.95,3/15/2018,1
INN09349,1,1,Room_Type 4,,2,0,0,0,1,57,Online,0,0,0,121.72,10/24/2018,0
INN18645,1,3,Room_Type 4,,1,0,0,0,0,165,,0,0,0,,7/28/2018,1
INN25089,2,4,Room_Type 1,half board,2,0,0,0,1,71,Online,0,0,0,126.2,11/28/2017,0
INN22041,2,3,Room_Type 4,half board,3,0,0,0,0,159,Online,0,0,0,182,09/09/2018,1
INN34222,1,1,Room_Type 1,half board,2,0,0,0,0,21,Offline,0,0,0,105,10/08/2018,0
INN35611,2,3,Room_Type 1,full board,2,0,0,0,0,4,Online,0,0,0,141,05/12/2018,0
INN29268,0,1,Room_Type 1,half board,1,0,0,0,0,10,Online,0,0,0,112.4,10/15/2017,0
INN21111,0,1,Room_Type 4,full board,2,0,0,0,0,2,Online,0,0,0,128.04,10/06/2018,0
INN03576,1,0,Room_Type 1,half board,2,0,0,0,0,344,Online,0,0,0,110,10/16/2018,1
INN20880,0,4,Room_Type 4,,2,1,0,0,3,80,,0,0,0,,11/17/2017,0
INN14975,2,2,Room_Type 1,half board,2,0,0,0,1,29,Offline,0,0,0,105,10/16/2018,0
INN19349,0,4,Room_Type 1,,2,0,1,1,2,,,0,0,0,,8/30/2018,0
INN23312,2,4,Room_Type 4,,2,0,0,0,0,54,,0,0,0,,11/13/2018,0
INN14253,2,3,Room_Type 7,half board,2,0,2,0,0,16,Online,0,0,0,255.94,10/07/2018,1
INN33773,1,3,Room_Type 1,full board,2,0,0,1,0,101,Online,0,0,0,109.75,3/24/2018,0
INN09134,0,2,Room_Type 1,,1,0,0,0,0,2,,0,0,0,,4/14/2018,0
INN04553,2,2,Room_Type 4,half board,2,0,0,0,1,2,Online,0,0,0,136,4/16/2018,0
INN26497,2,1,Room_Type 1,,2,0,0,0,1,21,,0,0,0,,11/13/2018,1
INN21868,2,0,Room_Type 1,half board,2,0,0,0,1,93,Online,0,0,0,119.9,10/30/2018,0
INN17291,1,2,Room_Type 1,half board,2,0,0,0,1,149,Online,0,0,0,116.3,6/27/2018,0
INN01640,2,0,Room_Type 1,half board,2,0,0,1,1,3,Online,0,0,0,126.5,12/18/2018,0
INN27236,1,2,Room_Type 5,half board,1,0,0,0,0,239,Corporate,0,0,0,126,09/12/2018,1
INN30005,0,2,Room_Type 1,full board,2,0,0,0,0,3,Online,0,0,0,101,1/20/2018,0
INN25843,0,3,Room_Type 4,half board,3,0,0,0,0,3,Online,0,0,0,170.33,04/06/2018,0
INN17777,1,3,Room_Type 1,,2,0,0,0,0,33,,0,0,0,100.75,6/20/2018,0
INN21970,0,4,Room_Type 4,half board,3,0,0,0,4,24,Online,0,0,0,149.5,03/09/2018,0
INN11457,0,2,Room_Type 1,,2,0,0,0,0,135,,0,0,0,,06/02/2018,0
INN27466,2,3,Room_Type 1,half board,2,0,0,0,0,320,Offline,0,0,0,100.75,10/07/2018,0
INN01487,2,4,Room_Type 6,half board,2,1,1,0,4,24,Online,0,0,0,216.67,11/11/2018,0
INN17644,2,1,Room_Type 1,full board,2,0,0,0,2,22,Online,0,0,0,139.1,12/31/2018,0
INN11923,1,1,Room_Type 4,not selected,2,0,0,1,1,5,Complementary,0,0,0,20,01/09/2018,0
INN14631,1,2,Room_Type 1,half board,2,0,0,0,0,299,Online,0,0,0,116.3,10/28/2018,1
INN07549,2,2,Room_Type 1,half board,2,0,0,0,1,100,Online,0,0,0,133.5,11/13/2018,0
INN04106,0,3,Room_Type 1,half board,2,0,0,0,0,45,Offline,0,0,0,125,10/13/2018,0
INN18480,0,3,Room_Type 1,half board,3,0,0,0,1,65,Offline,0,0,0,125,04/05/2018,0
INN05920,2,0,Room_Type 1,half board,2,0,0,0,2,15,Online,0,0,0,150,8/28/2018,0
INN07301,1,0,Room_Type 1,full board,1,0,0,0,1,4,Online,0,0,0,140,10/16/2018,0
INN10362,1,2,Room_Type 2,full board,2,0,0,0,0,135,Online,0,0,0,78.9,3/21/2018,0
INN02170,1,2,Room_Type 1,,2,0,0,0,0,366,Online,0,0,0,109,11/04/2018,1
INN17833,0,3,Room_Type 1,half board,2,1,0,0,2,48,Online,0,0,0,154.1,6/29/2018,0
INN16103,0,4,Room_Type 4,,2,0,0,0,0,117,,0,0,0,81,12/30/2017,0
INN16946,0,3,Room_Type 1,,2,0,0,0,1,,,0,0,0,,12/27/2018,0
INN29822,1,1,Room_Type 1,,2,0,0,0,1,126,,0,0,0,,06/11/2018,0
INN22972,0,5,Room_Type 1,full board,2,0,0,0,1,39,Online,0,0,0,129,10/25/2018,0
INN22486,1,0,Room_Type 1,half board,1,0,0,0,1,29,Online,0,0,0,128,09/12/2018,0
INN28756,1,2,Room_Type 6,half board,2,2,0,0,2,134,Online,0,0,0,218.9,5/27/2018,0
INN08729,0,3,Room_Type 1,,2,0,0,0,0,45,,0,0,0,,10/13/2018,0
INN29364,0,3,Room_Type 1,half board,1,0,0,0,0,200,Offline,0,0,0,130,11/01/2018,1
INN08769,2,2,Room_Type 1,half board,2,0,0,0,0,83,Online,0,0,0,105.85,04/02/2018,1
INN27318,1,1,Room_Type 1,half board,2,1,0,0,0,160,Online,0,0,0,146,07/11/2018,0
INN09833,0,2,Room_Type 1,half board,1,0,0,0,0,226,Offline,0,0,0,150,6/15/2018,1
INN04448,2,0,Room_Type 1,,2,0,0,0,2,3,Online,0,0,0,128.5,06/12/2018,0
INN02675,0,1,Room_Type 1,half board,2,0,0,0,1,4,Corporate,0,0,0,51,2/26/2018,0
INN26764,1,1,Room_Type 1,half board,2,0,0,0,2,2,Online,0,0,0,110,08/08/2017,0
INN03346,0,1,Room_Type 1,half board,2,0,0,0,0,14,Online,0,0,0,163.2,9/29/2018,0
INN33936,2,3,Room_Type 1,,2,0,0,0,1,150,Online,0,0,0,109.25,10/15/2017,0
INN19670,1,3,Room_Type 4,,2,0,0,0,1,6,,0,0,0,158.5,4/14/2018,0
INN18297,2,3,Room_Type 2,half board,2,0,0,0,0,76,Online,0,0,0,85.66,2/18/2018,1
INN12127,1,4,Room_Type 1,full board,1,0,0,0,0,24,Online,0,0,0,159,07/11/2018,1
INN07890,0,1,Room_Type 1,half board,2,0,0,0,0,22,Offline,0,0,0,85,12/27/2018,0
INN23879,0,2,Room_Type 1,half board,2,0,0,0,0,32,Online,0,0,0,124,12/16/2018,1
INN06001,0,2,Room_Type 1,half board,2,0,0,0,1,42,Online,0,0,0,100.3,02/12/2018,0
INN04964,2,4,Room_Type 1,full board,2,0,0,0,1,41,Online,0,0,0,114.95,9/13/2017,0
INN25867,1,2,Room_Type 1,full board,2,0,0,0,1,57,Online,0,0,0,91.1,03/11/2018,0
INN14274,0,4,Room_Type 1,breakfast,2,0,0,0,1,388,Offline,0,0,0,132,5/17/2018,1
INN31520,0,4,Room_Type 4,half board,2,0,0,0,2,84,Online,0,0,0,122.1,5/25/2018,0
INN07840,0,2,Room_Type 1,half board,2,0,0,0,1,14,Online,0,0,0,95.92,03/01/2018,0
INN10933,0,3,Room_Type 4,half board,2,0,0,0,0,80,Online,0,0,0,146,7/19/2018,1
INN08183,0,2,Room_Type 1,half board,1,0,0,0,0,226,Offline,0,0,0,150,6/15/2018,1
INN21272,0,1,Room_Type 1,half board,2,0,0,0,0,532,Offline,0,0,0,85,4/29/2018,1
INN25973,1,3,Room_Type 7,half board,4,0,0,0,1,56,Online,0,0,0,206.77,09/05/2018,0
INN16618,0,2,Room_Type 1,full board,2,0,0,0,0,15,Online,0,0,0,95,1/22/2018,0
INN26732,1,2,Room_Type 1,,1,0,0,0,0,,,0,0,0,,09/04/2017,0
INN00865,1,1,Room_Type 4,half board,2,0,0,0,0,14,Offline,0,0,0,127,10/10/2018,0
INN34534,2,0,Room_Type 1,,2,0,0,0,0,6,Corporate,1,0,1,120,9/20/2017,0
INN11327,2,1,Room_Type 1,half board,1,0,0,0,0,2,Offline,0,0,0,80,2/28/2018,1
INN03099,2,1,Room_Type 1,full board,2,0,0,0,1,89,Online,0,0,0,111.5,6/26/2018,0
INN03480,0,1,Room_Type 1,half board,2,0,0,1,0,81,Online,0,0,0,129.1,04/01/2018,0
INN24229,1,1,Room_Type 1,full board,1,0,0,0,0,6,Online,0,0,0,88,12/19/2018,0
INN15203,0,1,Room_Type 4,,3,0,0,0,3,0,,0,0,0,,02/12/2018,0
INN27363,1,3,Room_Type 1,half board,1,0,0,0,0,22,Online,0,0,0,143.5,09/07/2017,0
INN33650,2,3,Room_Type 1,,2,0,0,0,0,172,Online,0,0,0,119.79,5/29/2018,0
INN07896,2,1,Room_Type 1,half board,2,0,0,0,1,104,Online,0,0,0,116.3,4/17/2018,0
INN05760,0,1,Room_Type 1,,2,0,0,0,0,8,Corporate,0,2,1,95,12/13/2018,0
INN19523,1,2,Room_Type 1,,2,0,0,0,0,126,,0,0,0,,10/12/2017,1
INN12721,1,0,Room_Type 1,full board,2,0,0,0,0,2,Online,0,0,0,99,2/14/2018,1
INN35697,1,0,Room_Type 6,half board,2,2,0,0,2,12,Online,0,1,1,194,12/11/2018,0
INN19062,2,5,Room_Type 1,half board,2,0,0,0,0,99,Online,0,0,0,96.5,7/16/2017,1
INN05982,1,0,Room_Type 1,,2,1,0,0,0,0,Online,0,0,0,139,3/27/2018,0
INN30826,2,0,Room_Type 1,,1,0,0,0,0,464,Offline,0,0,0,110,10/23/2018,1
INN11315,0,3,Room_Type 4,half board,3,0,0,0,2,44,Online,0,0,0,172.4,4/28/2018,0
INN30029,1,2,Room_Type 1,,2,0,0,0,0,15,,0,0,0,,11/25/2018,1
INN03643,2,2,Room_Type 1,half board,2,0,0,0,2,34,Online,0,0,0,163.45,07/08/2018,0
INN24852,0,1,Room_Type 1,,1,0,0,0,0,3,Offline,0,0,0,129.65,10/13/2018,0
INN36239,0,1,Room_Type 1,full board,1,0,0,0,1,141,Online,0,0,0,181.1,11/10/2018,1
INN11737,0,1,Room_Type 1,,2,0,0,0,1,96,,0,0,0,,6/23/2018,0
INN21971,1,2,Room_Type 1,,2,0,0,0,1,135,Online,0,0,0,107.3,04/11/2018,0
INN19379,1,0,Room_Type 1,,2,0,0,0,0,0,,0,0,0,119,5/29/2018,0
INN01309,0,2,Room_Type 1,full board,2,0,0,0,2,64,Online,0,0,0,109.1,09/01/2018,0
INN23505,2,3,Room_Type 4,half board,3,0,0,0,2,141,Online,0,0,0,156.85,07/08/2018,0
INN19517,0,3,Room_Type 1,,1,0,0,0,0,3,,0,0,0,111,10/13/2017,0
INN18429,1,2,Room_Type 1,,2,0,0,0,1,68,Online,0,0,0,136.1,5/13/2018,0
INN07856,2,1,Room_Type 1,half board,2,0,0,0,0,45,Offline,0,0,0,92,11/20/2018,0
INN02298,1,5,Room_Type 4,half board,3,0,0,1,1,132,Online,0,0,0,168.2,08/01/2018,0
INN24667,2,4,Room_Type 1,half board,2,0,0,0,2,0,Online,0,0,0,110,08/07/2017,0
INN06880,0,2,Room_Type 1,full board,2,0,0,0,0,8,Online,0,0,0,109,3/22/2018,1
INN07200,0,2,Room_Type 1,,2,0,0,0,0,309,,0,0,0,,07/01/2017,1
INN05809,1,1,Room_Type 4,,2,0,0,0,2,66,,0,0,0,143.3,09/03/2018,0
INN31969,0,2,Room_Type 1,,1,0,0,0,0,309,Offline,0,0,0,100,07/01/2017,0
INN08151,2,5,Room_Type 1,half board,2,0,1,0,0,224,Online,0,0,0,145.1,10/02/2018,1
INN17840,1,2,Room_Type 1,half board,1,0,0,0,0,2,Offline,0,0,0,90,6/17/2018,0
INN12201,0,1,Room_Type 4,,2,0,1,0,2,2,,0,0,0,,06/08/2018,0
INN30047,1,2,Room_Type 2,,2,0,0,0,0,194,Offline,0,0,0,150,3/25/2018,1
INN35381,0,3,Room_Type 1,half board,2,0,0,0,0,256,Offline,0,0,0,150,06/07/2018,1
INN30381,2,1,Room_Type 1,half board,1,0,0,0,0,2,Offline,0,0,0,80,2/28/2018,1
INN31898,2,3,Room_Type 1,full board,2,0,0,0,1,92,Online,0,0,0,173.72,11/06/2018,0
INN27617,0,1,Room_Type 1,breakfast,2,0,0,0,0,66,Offline,0,0,0,124,04/06/2018,0
INN36157,1,2,Room_Type 1,half board,2,0,0,0,0,122,Offline,0,0,0,100,04/04/2018,1
INN27128,2,2,Room_Type 6,half board,2,1,1,0,1,26,Online,0,0,0,207,12/27/2017,0
INN08714,0,3,Room_Type 1,,2,0,0,0,0,129,,0,0,0,123.5,07/07/2018,1
INN14628,0,2,Room_Type 1,half board,2,0,0,0,0,82,Offline,0,0,0,85,9/29/2017,0
INN14145,0,1,Room_Type 1,half board,2,0,0,0,0,68,Offline,0,0,0,140,06/08/2018,0
INN05371,0,2,Room_Type 4,half board,1,0,0,0,1,75,Online,0,0,0,135.04,9/27/2018,0
INN09074,1,1,Room_Type 1,full board,2,0,0,0,1,126,Online,0,0,0,127.1,08/06/2018,0
INN06243,1,3,Room_Type 4,half board,2,0,0,0,1,5,Online,0,0,0,199,09/12/2018,0
INN22160,2,2,Room_Type 1,half board,2,0,0,0,0,146,Online,0,0,0,119.45,05/08/2018,1
INN30168,1,1,Room_Type 4,,3,0,0,0,3,,,0,0,0,,07/02/2018,0
INN21158,2,2,Room_Type 6,,3,0,0,0,1,,,0,0,0,,9/30/2018,0
